10;Animals;Genome
10;Genome;Animals
10;Genome;Human_Genome_Project
10;Human_Genome_Project;Genome
10;Human_Genome_Project;Sequence_Analysis,_DNA
10;Humans;Informed_Consent
10;Humans;Private_Sector
10;Humans;Public_Policy
10;Informed_Consent;Humans
10;Informed_Consent;Informed_Consent
10;Polymorphism,_Genetic;Polymorphism,_Genetic
10;Private_Sector;Humans
10;Public_Policy;Humans
10;Public_Policy;Public_Policy
10;Sequence_Analysis,_DNA;Human_Genome_Project
11;Ethics,_Medical;Human_Genome_Project
11;Gene_Therapy;Human_Genome_Project
11;Genetic_Predisposition_to_Disease;Genetic_Predisposition_to_Disease
11;Genetic_Predisposition_to_Disease;Human_Genome_Project
11;Genetic_Predisposition_to_Disease;Humans
11;Genetics,_Population;Human_Genome_Project
11;Human_Genome_Project/economics;Human_Genome_Project/economics
11;Human_Genome_Project;Ethics,_Medical
11;Human_Genome_Project;Gene_Therapy
11;Human_Genome_Project;Genetic_Predisposition_to_Disease
11;Human_Genome_Project;Genetics,_Population
11;Humans;Genetic_Predisposition_to_Disease
11;Humans;Research_Support_as_Topic
11;Private_Sector;Private_Sector
11;Research_Support_as_Topic;Humans
12;Base_Sequence;Human_Genome_Project
12;Base_Sequence;Humans
12;Financing,_Government;Financing,_Government
12;Gene_Therapy;Gene_Therapy
12;Gene_Therapy;Humans
12;Human_Genome_Project;Base_Sequence
12;Humans;Base_Sequence
12;Humans;Gene_Therapy
12;Humans;Sequence_Analysis,_DNA
12;Sequence_Analysis,_DNA;Humans
12;Sequence_Analysis,_DNA;Sequence_Analysis,_DNA
13;Base_Sequence;Base_Sequence
13;Ethics,_Medical;Ethics,_Medical
13;Ethics,_Medical;Humans
13;Genetic_Variation;Human_Genome_Project/ethics
13;Human_Genome_Project/ethics;Genetic_Variation
13;Humans;Ethics,_Medical
14;;
149;Human_Genome_Project;Humans
149;Humans;Human_Genome_Project
14;Genome;Genome
14;Genome,_Human;Human_Genome_Project
14;Human_Genome_Project;Genome,_Human
14;Human_Genome_Project;Internet
14;Humans;Risk_Assessment
14;Internet;Human_Genome_Project
14;Research_Support_as_Topic;Research_Support_as_Topic
14;Risk_Assessment;Humans
14;Risk_Assessment;Risk_Assessment
158;Human_Genome_Project;Human_Genome_Project
15;Ethics,_Research;Genetic_Variation
15;Genetic_Variation;Ethics,_Research
15;Humans;Internet
15;Internet;Humans
16;Genetics,_Population;Genetic_Variation
16;Genetics,_Population;Human_Genome_Project/ethics
16;Genetic_Variation;Genetics,_Population
16;Genome,_Human;Genome,_Human
16;Genome,_Human;Humans
16;Human_Genome_Project/ethics;Genetics,_Population
16;Humans;Genome,_Human
16;Humans;Patents_as_Topic
16;Internet;Internet
16;Patents_as_Topic;Humans
16;Patents_as_Topic;Patents_as_Topic
17;Ethics,_Research;Genetics,_Population
17;Genetics,_Population;Ethics,_Research
17;Genetic_Testing;Genetic_Testing
17;Genetic_Testing;Human_Genome_Project
17;Genetic_Testing;Humans
17;Human_Genome_Project;Genetic_Testing
17;Humans;Genetic_Testing
18;Ethics,_Research;Human_Genome_Project/ethics
18;Human_Genome_Project/ethics;Ethics,_Research
18;Human_Genome_Project/ethics;Human_Genome_Project/ethics
18;Human_Genome_Project/ethics;Humans
18;Humans;Human_Genome_Project/ethics
193;Humans;Humans
1;Abortion,_Legal;Abortion,_Legal
1;Abortion,_Legal;Acquired_Immunodeficiency_Syndrome/transmission
1;Abortion,_Legal;Bioethical_Issues
1;Abortion,_Legal;Blood_Transfusion/legislation_&_jurisprudence
1;Abortion,_Legal;Disabled_Persons/legislation_&_jurisprudence
1;Abortion,_Legal;Embryo_Research
1;Abortion,_Legal;Emergency_Medical_Services/legislation_&_jurisprudence
1;Abortion,_Legal;Ethics,_Medical
1;Abortion,_Legal;Europe
1;Abortion,_Legal;Genetic_Privacy
1;Abortion,_Legal;Health_Policy/legislation_&_jurisprudence/trends
1;Abortion,_Legal;Human_Genome_Project/legislation_&_jurisprudence
1;Abortion,_Legal;Humans
1;Abortion,_Legal;Informed_Consent/legislation_&_jurisprudence
1;Abortion,_Legal;Internationality
1;Abortion,_Legal;Managed_Care_Programs/legislation_&_jurisprudence
1;Abortion,_Legal;Organ_Transplantation/legislation_&_jurisprudence
1;Abortion,_Legal;Reproductive_Techniques/legislation_&_jurisprudence
1;Abortion,_Legal;Right_to_Die/legislation_&_jurisprudence
1;Abortion,_Legal;Tissue_and_Organ_Procurement
1;Abortion,_Legal;United_States
1;Academies_and_Institutes;Academies_and_Institutes
1;Academies_and_Institutes;Biotechnology
1;Academies_and_Institutes;Databases,_Factual
1;Academies_and_Institutes;Financing,_Government
1;Academies_and_Institutes;Genome,_Human
1;Academies_and_Institutes;Human_Genome_Project
1;Academies_and_Institutes;Humans
1;Academies_and_Institutes;Japan
1;Academies_and_Institutes;Research
1;Academies_and_Institutes;Research_Support_as_Topic
1;Acquired_Immunodeficiency_Syndrome/transmission;Abortion,_Legal
1;Acquired_Immunodeficiency_Syndrome/transmission;Acquired_Immunodeficiency_Syndrome/transmission
1;Acquired_Immunodeficiency_Syndrome/transmission;Bioethical_Issues
1;Acquired_Immunodeficiency_Syndrome/transmission;Blood_Transfusion/legislation_&_jurisprudence
1;Acquired_Immunodeficiency_Syndrome/transmission;Disabled_Persons/legislation_&_jurisprudence
1;Acquired_Immunodeficiency_Syndrome/transmission;Embryo_Research
1;Acquired_Immunodeficiency_Syndrome/transmission;Emergency_Medical_Services/legislation_&_jurisprudence
1;Acquired_Immunodeficiency_Syndrome/transmission;Ethics,_Medical
1;Acquired_Immunodeficiency_Syndrome/transmission;Europe
1;Acquired_Immunodeficiency_Syndrome/transmission;Genetic_Privacy
1;Acquired_Immunodeficiency_Syndrome/transmission;Health_Policy/legislation_&_jurisprudence/trends
1;Acquired_Immunodeficiency_Syndrome/transmission;Human_Genome_Project/legislation_&_jurisprudence
1;Acquired_Immunodeficiency_Syndrome/transmission;Humans
1;Acquired_Immunodeficiency_Syndrome/transmission;Informed_Consent/legislation_&_jurisprudence
1;Acquired_Immunodeficiency_Syndrome/transmission;Internationality
1;Acquired_Immunodeficiency_Syndrome/transmission;Managed_Care_Programs/legislation_&_jurisprudence
1;Acquired_Immunodeficiency_Syndrome/transmission;Organ_Transplantation/legislation_&_jurisprudence
1;Acquired_Immunodeficiency_Syndrome/transmission;Reproductive_Techniques/legislation_&_jurisprudence
1;Acquired_Immunodeficiency_Syndrome/transmission;Right_to_Die/legislation_&_jurisprudence
1;Acquired_Immunodeficiency_Syndrome/transmission;Tissue_and_Organ_Procurement
1;Acquired_Immunodeficiency_Syndrome/transmission;United_States
1;Administrative_Personnel;Administrative_Personnel
1;Administrative_Personnel;Congresses_as_Topic
1;Administrative_Personnel;Human_Genome_Project
1;Administrative_Personnel;Research_Personnel
1;Adolescent;Adult
1;Adolescent;Biotechnology
1;Adolescent;Child
1;Adolescent;Child,_Preschool
1;Adolescent;Chronic_Disease
1;Adolescent;Communicable_Diseases/epidemiology/etiology
1;Adolescent;Diabetes_Mellitus/epidemiology/genetics
1;Adolescent;Genome,_Human
1;Adolescent;Infant
1;Adolescent;Middle_Aged
1;Adolescent;Research/education
1;Adolescent;Research_Personnel
1;Adolescent;Social_Class
1;Adolescent;Social_Justice
1;Adolescent;Social_Medicine
1;Adolescent;Students
1;Adult;Adolescent
1;Adult;Adult
1;Adult;Child
1;Adult;Child,_Preschool
1;Adult;Chronic_Disease
1;Adult;Communicable_Diseases/epidemiology/etiology
1;Adult;Diabetes_Mellitus/epidemiology/genetics
1;Adult;Human_Genome_Project
1;Adult;Humans
1;Adult;Infant
1;Adult;Middle_Aged
1;Adult;Social_Class
1;Adult;Social_Justice
1;Adult;Social_Medicine
1;Advisory_Committees;Advisory_Committees
1;Advisory_Committees;Confidentiality
1;Advisory_Committees;Databases,_Nucleic_Acid
1;Advisory_Committees;Disclosure/ethics
1;Advisory_Committees;Duty_to_Recontact
1;Advisory_Committees;Ethical_Theory
1;Advisory_Committees;Ethics_Committees,_Research
1;Advisory_Committees;Genetic_Privacy
1;Advisory_Committees;Genetic_Research/ethics
1;Advisory_Committees;Genomics/ethics
1;Advisory_Committees;Great_Britain
1;Advisory_Committees;Guidelines_as_Topic
1;Advisory_Committees;Humans
1;Advisory_Committees;Iceland
1;Advisory_Committees;Industry
1;Advisory_Committees;Informed_Consent
1;Advisory_Committees;Medical_Records
1;Advisory_Committees;Public_Policy
1;Advisory_Committees;Research_Subjects
1;Advisory_Committees;Risk_Assessment
1;Advisory_Committees;Tissue_Donors
1;Advisory_Committees;United_States
1;Africa;Anemia,_Sickle_Cell/genetics
1;Africa;beta-Thalassemia/genetics
1;Africa;Continental_Population_Groups/genetics
1;Africa;Developing_Countries
1;Africa;Genetics,_Medical/trends
1;Africa;Genetic_Variation
1;Africa;Genotype
1;Africa;Hemoglobinopathies/genetics
1;Africa;Human_Genome_Project
1;Africa;Malaria/genetics
1;Africa;Mediterranean_Region
1;Africa;Molecular_Biology/trends
1;African_Americans;African_Americans
1;African_Americans;Biological_Warfare
1;African_Americans;Developing_Countries
1;African_Americans;Ethics,_Research
1;African_Americans;Ethnic_Groups
1;African_Americans;Genetics,_Population
1;African_Americans;Genetic_Variation
1;African_Americans;Human_Genome_Project/ethics
1;African_Americans;Humans
1;African_Americans;Informed_Consent
1;African_Americans;Prejudice
1;African_Americans;Risk_Assessment
1;Africa;Patents_as_Topic
1;Africa;Phenotype
1;Africa;Risk_Assessment
1;Aged;Aged
1;Aged;Aging/genetics
1;Aged;Biotechnology/trends
1;Aged;DNA
1;Aged;Drug_Design
1;Aged;Drug_Industry/economics/trends
1;Aged;Gene_Therapy/trends
1;Aged;Human_Genome_Project
1;Aged;Humans
1;Aged;Private_Sector
1;Aged;Regeneration/genetics
1;Aged;Research
1;Aged;United_States
1;Aging/genetics;Aged
1;Aging/genetics;Aging/genetics
1;Aging/genetics;Biotechnology/trends
1;Aging/genetics;DNA
1;Aging/genetics;Drug_Design
1;Aging/genetics;Drug_Industry/economics/trends
1;Aging/genetics;Gene_Therapy/trends
1;Aging/genetics;Human_Genome_Project
1;Aging/genetics;Humans
1;Aging/genetics;Private_Sector
1;Aging/genetics;Regeneration/genetics
1;Aging/genetics;Research
1;Aging/genetics;United_States
1;Aging,_Premature/genetics;Aging,_Premature/genetics
1;Aging,_Premature/genetics;Cloning,_Molecular
1;Aging,_Premature/genetics;DNA_Helicases/genetics/physiology
1;Aging,_Premature/genetics;Down_Syndrome/genetics
1;Aging,_Premature/genetics;Exodeoxyribonucleases
1;Aging,_Premature/genetics;Human_Genome_Project
1;Aging,_Premature/genetics;Humans
1;Aging,_Premature/genetics;RecQ_Helicases
1;Aging,_Premature/genetics;Werner_Syndrome/genetics
1;AIDS_Vaccines;AIDS_Vaccines
1;AIDS_Vaccines;Cooperative_Behavior
1;AIDS_Vaccines;Human_Genome_Project
1;AIDS_Vaccines;Humans
1;AIDS_Vaccines;International_Cooperation
1;AIDS_Vaccines;Neoplasms
1;AIDS_Vaccines;Research_Support_as_Topic/trends
1;AIDS_Vaccines;Research/trends
1;AIDS_Vaccines;Technology,_High-Cost/trends
1;Alcoholism/genetics;Alcoholism/genetics
1;Alcoholism/genetics;Animals
1;Alcoholism/genetics;Behavior,_Animal
1;Alcoholism/genetics;Bipolar_Disorder/genetics
1;Alcoholism/genetics;Chromosome_Mapping
1;Alcoholism/genetics;Cloning,_Molecular
1;Alcoholism/genetics;Dyslexia/genetics
1;Alcoholism/genetics;Genome
1;Alcoholism/genetics;Homosexuality,_Male/genetics
1;Alcoholism/genetics;Human_Genome_Project
1;Alcoholism/genetics;Humans
1;Alcoholism/genetics;Male
1;Alcoholism/genetics;Mammals
1;Alcoholism/genetics;Mice
1;Alcoholism/genetics;Mutation
1;Alcoholism/genetics;Neurobiology
1;Alcoholism/genetics;Phenotype
1;Alcoholism/genetics;Schizophrenia/genetics
1;Algorithms;Algorithms
1;Algorithms;Chromosomes,_Bacterial
1;Algorithms;Costs_and_Cost_Analysis
1;Algorithms;Human_Genome_Project/economics
1;Algorithms;Humans
1;Algorithms;Sequence_Analysis,_DNA/economics/methods
1;Algorithms;Time_Factors
1;Algorithms;United_States
1;Allergy_and_Immunology/trends;Allergy_and_Immunology/trends
1;Allergy_and_Immunology/trends;Biotechnology/trends
1;Allergy_and_Immunology/trends;Cloning,_Organism/trends
1;Allergy_and_Immunology/trends;Complementary_Therapies/trends
1;Allergy_and_Immunology/trends;Delivery_of_Health_Care/trends
1;Allergy_and_Immunology/trends;Diagnostic_Imaging/trends
1;Allergy_and_Immunology/trends;Expert_Systems
1;Allergy_and_Immunology/trends;Human_Genome_Project
1;Allergy_and_Immunology/trends;Humans
1;Allergy_and_Immunology/trends;Internet/trends
1;Allergy_and_Immunology/trends;Life_Expectancy/trends
1;Allergy_and_Immunology/trends;Medical_Laboratory_Science/trends
1;Allergy_and_Immunology/trends;Robotics/trends
1;Allergy_and_Immunology/trends;United_States
1;Altruism;Altruism
1;Altruism;Beneficence
1;Altruism;Eugenics
1;Altruism;Freedom
1;Altruism;Genetic_Counseling
1;Altruism;Genetic_Services
1;Altruism;Genetic_Testing
1;Altruism;Genetic_Variation
1;Altruism;Human_Genome_Project
1;Altruism;Humans
1;Altruism;Insurance,_Health
1;Altruism;Personal_Autonomy
1;Altruism;Reproduction
1;Altruism;Reproductive_Techniques,_Assisted
1;Altruism;Risk
1;Altruism;Risk_Assessment
1;Altruism;Social_Control,_Informal
1;Altruism;Social_Justice
1;Altruism;Social_Welfare
1;American_Medical_Association/organization_&_administration;American_Medical_Association/organization_&_administration
1;American_Medical_Association/organization_&_administration;American_Nurses'_Association/organization_&_administration
1;American_Medical_Association/organization_&_administration;Cooperative_Behavior
1;American_Medical_Association/organization_&_administration;Curriculum
1;American_Medical_Association/organization_&_administration;Forecasting
1;American_Medical_Association/organization_&_administration;Genetics,_Medical/education
1;American_Medical_Association/organization_&_administration;Health_Occupations/education
1;American_Medical_Association/organization_&_administration;Human_Genome_Project/organization_&_administration
1;American_Medical_Association/organization_&_administration;Humans
1;American_Medical_Association/organization_&_administration;Interinstitutional_Relations
1;American_Medical_Association/organization_&_administration;Internet
1;American_Medical_Association/organization_&_administration;Interprofessional_Relations
1;American_Medical_Association/organization_&_administration;Models,_Educational
1;American_Medical_Association/organization_&_administration;National_Institutes_of_Health_(U.S.)/organization_&_administration
1;American_Medical_Association/organization_&_administration;Needs_Assessment
1;American_Medical_Association/organization_&_administration;Patient_Care_Team/organization_&_administration
1;American_Medical_Association/organization_&_administration;Societies,_Scientific/organization_&_administration
1;American_Medical_Association/organization_&_administration;United_States
1;American_Nurses'_Association/organization_&_administration;American_Medical_Association/organization_&_administration
1;American_Nurses'_Association/organization_&_administration;American_Nurses'_Association/organization_&_administration
1;American_Nurses'_Association/organization_&_administration;Cooperative_Behavior
1;American_Nurses'_Association/organization_&_administration;Curriculum
1;American_Nurses'_Association/organization_&_administration;Forecasting
1;American_Nurses'_Association/organization_&_administration;Genetics,_Medical/education
1;American_Nurses'_Association/organization_&_administration;Health_Occupations/education
1;American_Nurses'_Association/organization_&_administration;Human_Genome_Project/organization_&_administration
1;American_Nurses'_Association/organization_&_administration;Humans
1;American_Nurses'_Association/organization_&_administration;Interinstitutional_Relations
1;American_Nurses'_Association/organization_&_administration;Internet
1;American_Nurses'_Association/organization_&_administration;Interprofessional_Relations
